emp_no,first_name,last_name,title,from_date,salary
235834,Kish,Ducloy,Senior Engineer,1986-07-30,65274
253084,Duro,Potthoff,Senior Engineer,1986-07-30,44857
456240,Lene,Ravishankar,Senior Engineer,1986-07-30,46553
50891,Guenter,Suermann,Senior Staff,1986-07-30,40000
464650,Sugwoo,Pramanik,Senior Engineer,1986-07-30,58086
295670,Kagan,Heuser,Staff,1986-07-30,46840
232440,Ottavia,Ressouche,Engineer,1986-07-29,40000
258271,Mads,Peck,Engineer,1986-07-29,62848
250260,Baoqiu,Aloia,Staff,1986-07-29,58362
437639,Barun,Imataki,Senior Staff,1986-07-29,67163
438883,Renee,Kisuki,Senior Engineer,1986-07-29,45611
230701,Kristen,Salverda,Senior Engineer,1986-07-29,40000
42684,Behnaam,Dengi,Senior Engineer,1986-07-29,40000
224321,Shooichi,Ritcey,Engineer,1986-07-29,51584
455209,Shrikanth,Rassart,Engineer,1986-07-29,68880
10965,Eckart,Braunschweig,Senior Staff,1986-07-29,61654
64689,Bernice,Jakobus,Technique Leader,1986-07-29,45524
264207,Yinlin,Schwartzbauer,Senior Staff,1986-07-28,74668
481179,Remmert,Rosay,Technique Leader,1986-07-28,50684
295377,Thodoros,Reinhart,Technique Leader,1986-07-28,47882
217188,Leszek,Bach,Staff,1986-07-28,77842
102257,Stella,Tsukune,Engineer,1986-07-28,41309
417961,Junichi,Lienhardt,Senior Engineer,1986-07-28,40000
279745,Hongzue,Brattka,Senior Engineer,1986-07-28,50334
106307,Gil,Lunn,Technique Leader,1986-07-28,40000
491484,Shugo,Oberman,Senior Staff,1986-07-28,58035
481645,Pantung,Solares,Engineer,1986-07-28,51301
456584,Paris,Talmon,Assistant Engineer,1986-07-28,40000
100998,Breannda,Portugali,Senior Staff,1986-07-27,82366
220417,Lidong,Marrakchi,Senior Engineer,1986-07-27,40000
472964,Shigeo,Beznosov,Senior Engineer,1986-07-27,57575
269305,Sergi,Prenel,Senior Engineer,1986-07-27,51768
449745,Jeong,Imataki,Staff,1986-07-27,78817
31224,Uta,Apsitis,Senior Staff,1986-07-27,64379
241784,Francesca,Lamparter,Staff,1986-07-27,57408
426124,Piyush,Range,Engineer,1986-07-27,44778
10921,Mara,Bahi,Engineer,1986-07-27,72601
448632,Chikako,Hiroyama,Engineer,1986-07-27,40000
95520,Jingling,Birsak,Senior Engineer,1986-07-27,51994
449961,Diederik,Swist,Senior Engineer,1986-07-27,60867
290857,Zeljko,Garigliano,Senior Staff,1986-07-27,60162
480259,Giap,Antonakopoulos,Technique Leader,1986-07-27,40830
109294,Udi,Savasere,Senior Engineer,1986-07-26,67916
254814,Tsz,Worfolk,Senior Engineer,1986-07-26,52682
421435,Tze,Tibblin,Senior Engineer,1986-07-26,52442
497421,Eirik,Lanteri,Senior Staff,1986-07-26,59398
423050,Jianwen,Schueller,Staff,1986-07-26,63954
230412,Subhrajyoti,Mikschl,Engineer,1986-07-26,40000
261374,Arumugam,Antonisse,Engineer,1986-07-26,40000
101425,Lalit,Speel,Senior Engineer,1986-07-26,54698
488164,Kaijung,Bahk,Staff,1986-07-26,40000
50218,Boguslaw,Baer,Staff,1986-07-26,60903
409210,Satoru,Pouyioutas,Senior Staff,1986-07-26,40000
95985,Subbu,Orsini,Senior Engineer,1986-07-26,41423
226715,Paloma,Sullins,Engineer,1986-07-26,60689
492297,Niteen,Ciolek,Senior Engineer,1986-07-26,59105
421994,Lubomir,Cyre,Senior Engineer,1986-07-26,52464
279594,Alexius,Ponthieu,Staff,1986-07-26,76130
480584,Bernardo,Lichtman,Senior Engineer,1986-07-26,78822
10847,Theirry,Danley,Staff,1986-07-25,40000
54528,Tomoyuki,Narwekar,Assistant Engineer,1986-07-25,40000
19160,Tetsurou,Jervis,Senior Staff,1986-07-25,72108
237995,Irene,Rassart,Engineer,1986-07-25,56629
202542,Valeri,Hiraishi,Staff,1986-07-25,40000
20392,Terresa,Sidje,Senior Engineer,1986-07-25,56391
421856,Mona,Suomi,Senior Engineer,1986-07-25,47834
242749,Tetsurou,Chandrasekhar,Senior Engineer,1986-07-25,55680
60852,Keung,Schneeberger,Senior Staff,1986-07-25,51778
54888,Manohar,Danley,Senior Engineer,1986-07-25,40000
421275,Gaurav,Bressoud,Staff,1986-07-25,40000
493230,Branimir,Picel,Engineer,1986-07-25,73892
421484,Poornachandra,Masaki,Engineer,1986-07-24,40000
101153,Manohar,Gill,Staff,1986-07-24,46653
281413,Kersti,Monarch,Senior Staff,1986-07-24,40000
474376,Jovan,Bage,Assistant Engineer,1986-07-24,46646
482823,Henk,Sidhu,Technique Leader,1986-07-24,40000
220184,Mahendra,Emiris,Senior Staff,1986-07-24,73053
86282,Martien,Baak,Staff,1986-07-24,57545
262725,Miyeon,Schiettecatte,Engineer,1986-07-24,40026
228130,Eben,Woycyznski,Engineer,1986-07-23,40000
490264,Hilary,Meriste,Staff,1986-07-23,56640
484985,Fei,Gide,Senior Engineer,1986-07-23,49979
432693,Zhaofang,Matzat,Engineer,1986-07-23,52272
220060,Neelam,Slaats,Technique Leader,1986-07-23,40000
456415,Dinkar,Tagansky,Engineer,1986-07-23,48406
85941,Sampalli,Lunt,Staff,1986-07-23,42042
464845,Toong,Hooghiemstra,Engineer,1986-07-23,56522
51691,Fumiya,Lagarias,Technique Leader,1986-07-23,60477
17470,Genevieve,Lichtner,Senior Engineer,1986-07-23,60901
211931,Sailaja,Maksimenko,Senior Staff,1986-07-22,40000
497734,Duke,Kobara,Engineer,1986-07-22,54060
211925,Christophe,Rodiger,Technique Leader,1986-07-22,49833
80971,Mountaz,Rijckaert,Senior Engineer,1986-07-22,40000
436842,Tomofumi,Krzyzanowski,Senior Engineer,1986-07-22,64016
264397,Samphel,Homond,Senior Engineer,1986-07-22,55581
438662,Pramod,Busillo,Staff,1986-07-22,40000
226942,Satoru,Rattan,Technique Leader,1986-07-22,68024
53090,Kazuhisa,Furedi,Staff,1986-07-22,61937
224680,Beshir,Liedekerke,Senior Staff,1986-07-22,81138
81329,Divine,Gire,Senior Engineer,1986-07-22,40000
467554,Shalesh,Zockler,Staff,1986-07-22,40000
257097,Sudharsan,Zielinski,Assistant Engineer,1986-07-22,40000
231111,Shirish,Rosiles,Engineer,1986-07-21,53108
266044,Sibyl,Gunderson,Staff,1986-07-21,44486
87897,Tzu,Suwa,Staff,1986-07-21,57195
259457,Alper,Garnier,Engineer,1986-07-21,62540
454681,Leen,Eugenio,Staff,1986-07-21,45126
59581,Mani,Swab,Engineer,1986-07-21,40000
261764,Kenton,Viele,Senior Engineer,1986-07-21,40000
276273,Anyuan,Kushnir,Senior Engineer,1986-07-21,56929
226765,Ayakannu,Luby,Senior Engineer,1986-07-21,72065
105915,Marsal,Pearson,Senior Engineer,1986-07-21,47819
76092,Manohar,Sevcikova,Staff,1986-07-21,40000
467443,Xiadong,Ramamoorthy,Engineer,1986-07-21,40000
262325,Zejun,Luit,Engineer,1986-07-21,40000
255144,Pranjal,Perelgut,Senior Engineer,1986-07-21,60582
419898,Zhanqiu,Merkl,Staff,1986-07-21,75411
223079,Radhakrishnan,Trelles,Engineer,1986-07-20,40030
55048,Pasqua,Percebois,Senior Staff,1986-07-20,61688
297125,Morrie,Rullman,Senior Staff,1986-07-20,42144
476222,Kristian,Mellouli,Senior Staff,1986-07-20,70325
51686,Luigi,Rosay,Senior Staff,1986-07-20,40000
284662,Mrinalini,Schahn,Senior Staff,1986-07-20,40000
472366,Aral,Rattan,Technique Leader,1986-07-20,47944
238056,Fumiyo,Vakili,Senior Staff,1986-07-20,54771
437419,Navid,Ishibashi,Senior Engineer,1986-07-20,50019
80639,Uma,Mahnke,Senior Engineer,1986-07-20,42135
284234,Yongmin,Rullman,Staff,1986-07-20,48537
290941,Mart,Katalagarianos,Engineer,1986-07-19,40000
499643,JiYoung,Skafidas,Technique Leader,1986-07-19,68424
431372,Bader,Rijsenbrij,Engineer,1986-07-19,40000
204579,Yechezkel,Litzkow,Technique Leader,1986-07-19,40613
454322,Dulce,Delaune,Senior Staff,1986-07-19,64944
211398,Vishwani,Thorensen,Senior Engineer,1986-07-19,52383
436304,Mohammed,Sommer,Senior Engineer,1986-07-19,40000
420129,Elvis,Vrecion,Staff,1986-07-19,40000
498462,Renny,Iisaku,Senior Staff,1986-07-19,55565
26441,Tesuya,Halloran,Senior Engineer,1986-07-18,53388
31292,Elgin,Terlouw,Engineer,1986-07-18,40000
210975,Erzsebet,Marzano,Senior Engineer,1986-07-18,40000
257671,Rayond,Buescher,Staff,1986-07-18,40000
268264,Joydip,Peyn,Engineer,1986-07-18,48149
55727,Dmitri,Hiyoshi,Senior Staff,1986-07-18,49572
410365,Mayuko,Eldridge,Staff,1986-07-17,51955
483690,Shem,Erbe,Senior Engineer,1986-07-17,40000
259660,Kristinn,Melter,Staff,1986-07-17,73666
240518,Guadalupe,Reeker,Senior Engineer,1986-07-17,40000
487350,Krisda,Axelband,Senior Staff,1986-07-17,40000
91903,Rosalie,Kaiser,Engineer,1986-07-17,46810
244753,Xumin,Lanteri,Senior Engineer,1986-07-17,54257
218029,Vivian,Lortz,Staff,1986-07-17,40000
23374,Samphel,Gecsei,Staff,1986-07-17,40000
427177,Moto,Rosch,Assistant Engineer,1986-07-17,57340
98072,Luerbio,Merro,Senior Engineer,1986-07-16,40000
235287,Arco,Glowinski,Senior Engineer,1986-07-16,41015
275120,Jaideep,Aamodt,Staff,1986-07-16,57206
53775,Maya,Peternell,Senior Engineer,1986-07-16,46723
414666,Fai,Alpay,Senior Staff,1986-07-16,51501
492472,Youngkon,Peyn,Senior Staff,1986-07-16,49509
267088,Kien,Backhouse,Staff,1986-07-16,69152
108246,Lijie,Spinelli,Senior Staff,1986-07-16,58573
203588,Youngkon,Hartvigsen,Engineer,1986-07-16,54513
436205,Rosita,Zielinski,Engineer,1986-07-16,50259
95602,Shounak,Litvinov,Staff,1986-07-16,53992
497434,Shounak,Kalloufi,Senior Staff,1986-07-16,42366
94935,Christophe,Wynblatt,Senior Engineer,1986-07-16,66082
266161,Gita,Mansanne,Senior Staff,1986-07-16,43100
39194,Arun,Imataki,Technique Leader,1986-07-15,43727
209026,Szabolcs,Maksimenko,Engineer,1986-07-15,40000
65467,Jeane,Perng,Senior Staff,1986-07-15,63543
100074,Yechiam,Velardi,Senior Engineer,1986-07-15,40000
245463,Chenye,Rajcani,Senior Staff,1986-07-15,59781
494404,Menkae,Mapelli,Staff,1986-07-15,56415
480319,Alexius,Hiltgen,Engineer,1986-07-15,61567
274360,Shuzo,Oskamp,Engineer,1986-07-15,40000
460174,Udo,Felcyn,Senior Engineer,1986-07-15,40000
296819,Arvin,Massonet,Staff,1986-07-15,40000
258140,Boutros,Georgakopoulos,Engineer,1986-07-15,58933
241182,Toshimi,Peral,Staff,1986-07-15,45799
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,40591
271282,Kamran,Siochi,Staff,1986-07-15,75636
86641,Kamran,Gladwell,Engineer,1986-07-15,40000
485968,Zhongwei,Sankaranarayanan,Engineer,1986-07-14,56333
488057,Gennady,Schonegge,Engineer,1986-07-14,40501
424576,Weiyi,Billingsley,Engineer,1986-07-14,40000
240218,Yonghong,Akazan,Staff,1986-07-14,40138
230636,Tsz,Pusterhofer,Senior Staff,1986-07-14,40000
94815,Kwun,Dusink,Technique Leader,1986-07-14,46691
249233,Mara,McAffer,Senior Engineer,1986-07-14,42914
101000,Vishv,Marrevee,Staff,1986-07-14,51328
29948,Elzbieta,Kruskal,Engineer,1986-07-14,40000
18799,Kshitij,Lunn,Staff,1986-07-14,42095
76239,Nectarios,Baca,Engineer,1986-07-14,58939
25046,Mart,Cyre,Engineer,1986-07-14,55583
222536,Feipei,Merel,Staff,1986-07-14,80780
86631,Tristan,Isaac,Senior Engineer,1986-07-13,84059
92251,Jianhao,Furudate,Assistant Engineer,1986-07-13,64631
95294,Dulce,Bain,Engineer,1986-07-13,59900
461573,Sachar,Zedlitz,Staff,1986-07-13,40000
99104,Karsten,Kolinko,Staff,1986-07-13,40000
33530,Toney,Garigliano,Engineer,1986-07-13,40000
498137,Christfried,Etalle,Senior Engineer,1986-07-13,40000
204805,Nimmagadda,Crouzet,Engineer,1986-07-13,51734
466584,Irene,Demizu,Senior Staff,1986-07-13,40000
228233,Francesca,Serov,Technique Leader,1986-07-13,44728
37432,Gino,Dichev,Staff,1986-07-13,70777
422877,Haldun,Speel,Staff,1986-07-13,40000
462331,Sushant,Binkley,Senior Staff,1986-07-13,40000
424378,Sanjiv,Varman,Engineer,1986-07-13,58976
97695,Sreekrishna,Fendler,Staff,1986-07-12,100779
91307,Gladys,Erva,Senior Engineer,1986-07-12,59638
261279,Ghassan,Sgarro,Senior Staff,1986-07-12,80023
434580,Oscal,Saoudi,Senior Staff,1986-07-12,65544
16657,Yongdong,Heyers,Senior Engineer,1986-07-12,63463
64535,Zongyan,Georgatos,Senior Staff,1986-07-12,40407
33812,Patricio,Basawa,Staff,1986-07-12,73574
281956,Jessie,Bardell,Senior Staff,1986-07-12,40000
36799,Tetsushi,Murtagh,Technique Leader,1986-07-12,46041
236858,Haldun,Bharadwaj,Technique Leader,1986-07-12,40000
91424,Mabry,Talmon,Engineer,1986-07-12,40000
23420,Rosli,Gronowski,Senior Engineer,1986-07-12,43571
200443,Goh,Einsfeld,Senior Staff,1986-07-12,49111
207439,Zongyan,Pouyioutas,Senior Engineer,1986-07-12,50868
105809,Remko,Frolund,Senior Engineer,1986-07-12,40000
419521,Takushi,Furudate,Senior Staff,1986-07-12,61630
217714,Sajjad,Coors,Senior Staff,1986-07-11,40000
471295,Pragnesh,Cronau,Staff,1986-07-11,87731
225979,Malu,Hoogerwoord,Staff,1986-07-11,40000
468804,Atreye,Axelband,Assistant Engineer,1986-07-11,48385
12697,Uri,Brizzi,Staff,1986-07-11,40000
452513,Yonghong,Petersohn,Senior Engineer,1986-07-11,40000
266487,Unal,Boyle,Technique Leader,1986-07-11,63251
40597,Fumiyo,Limongiello,Engineer,1986-07-11,49354
492428,Adin,Laventhal,Senior Engineer,1986-07-11,73220
260011,Rosalie,Falck,Senior Staff,1986-07-11,50467
264535,Gunilla,Ashish,Senior Engineer,1986-07-11,40000
258240,Sushant,Clouatre,Staff,1986-07-11,79121
97099,Chinya,Kaiserswerth,Engineer,1986-07-10,53077
457627,Hiroyasu,Giaccio,Engineer,1986-07-10,57420
74783,Eckart,Schaaf,Senior Engineer,1986-07-10,65655
269662,Shih,Benantar,Senior Staff,1986-07-10,49429
214204,Alexius,Glowinski,Senior Staff,1986-07-10,68265
240751,Moie,Pintelas,Engineer,1986-07-10,61129
38701,Kristian,Irland,Senior Engineer,1986-07-10,65123
221130,Tomofumi,Kornatzky,Engineer,1986-07-10,40000
210114,Phillip,Snedden,Engineer,1986-07-10,66715
54309,Mohamadou,Bressoud,Senior Engineer,1986-07-10,67544
467385,Hugo,Caine,Senior Engineer,1986-07-10,40000
470554,Mack,Mungall,Engineer,1986-07-09,47917
299970,Yuping,Pargaonkar,Senior Staff,1986-07-09,86474
411463,Subhankar,Zallocco,Engineer,1986-07-09,51427
213455,Chenye,Lorho,Senior Staff,1986-07-09,77465
479028,Xuejun,Itzigehl,Staff,1986-07-09,40000
474173,Xiahua,Slaats,Senior Engineer,1986-07-09,40000
450625,Conrado,Calkin,Senior Engineer,1986-07-09,49334
64158,Yechiam,Fujisawa,Staff,1986-07-09,71989
452058,Hugh,Gaughan,Staff,1986-07-09,40000
475394,Gully,Ramaiah,Senior Engineer,1986-07-09,40000
270146,Bernt,Cappelli,Engineer,1986-07-09,70315
49087,Yifei,Cools,Senior Engineer,1986-07-09,40000
295506,Aloys,Blokdijk,Staff,1986-07-08,51304
47777,Arunachalam,Zaumen,Senior Engineer,1986-07-08,40010
449645,Gou,Kragelund,Staff,1986-07-08,63217
65619,Kazuhira,Rosch,Engineer,1986-07-08,40705
279037,Ramachenga,Mateescu,Staff,1986-07-08,40000
415030,Bouchung,Belinskaya,Senior Engineer,1986-07-08,40000
256061,Shiv,Karner,Senior Staff,1986-07-08,82060
417338,Huican,Staelin,Staff,1986-07-08,46925
51943,Gal,Arlazarov,Senior Engineer,1986-07-08,58283
429564,JoAnne,Pulkowski,Technique Leader,1986-07-07,59368
458105,Zejun,Jonsson,Senior Engineer,1986-07-07,44581
433973,Behnaam,Speek,Senior Staff,1986-07-07,54308
425639,Odysseas,Engelmann,Staff,1986-07-07,40000
39151,Stamatina,Erbe,Senior Staff,1986-07-07,40000
105313,Richara,McFarlin,Senior Staff,1986-07-07,66797
87454,Terresa,Veeraraghavan,Senior Staff,1986-07-07,40000
425264,Jeanne,Shigei,Senior Engineer,1986-07-07,40000
81537,Beshir,Pezzoli,Staff,1986-07-07,56162
55429,Miyeon,Bamford,Senior Engineer,1986-07-07,52906
227608,Christ,Stentiford,Staff,1986-07-07,49958
255338,Fei,Veeraraghavan,Engineer,1986-07-06,50435
233400,Vatsa,Rothenberg,Technique Leader,1986-07-06,53951
422057,Mahmut,Shiratori,Senior Staff,1986-07-06,53457
41432,Basim,Dymetman,Technique Leader,1986-07-06,65558
260642,Xianlong,Kemmerer,Senior Staff,1986-07-06,40000
201777,Wonhee,Perl,Staff,1986-07-06,73596
479581,Yinghua,Thimonier,Senior Engineer,1986-07-06,65061
233858,Irena,Nivat,Engineer,1986-07-06,51854
51597,Shuky,Mungall,Staff,1986-07-06,46786
26385,Brigham,Peral,Engineer,1986-07-06,66888
424581,Turgut,Christianini,Senior Staff,1986-07-06,58774
425375,Tsvetan,Peir,Senior Staff,1986-07-06,46394
203821,Ger,Gist,Senior Engineer,1986-07-06,48348
11537,DAIDA,Pehl,Senior Staff,1986-07-06,96023
444201,Yuichiro,Constantine,Senior Engineer,1986-07-06,58203
443306,Mechthild,Sifakis,Engineer,1986-07-06,49559
412141,Arun,Bernick,Staff,1986-07-06,79707
443390,Arfst,Marwedel,Senior Staff,1986-07-05,66307
488541,Raimond,Luck,Senior Staff,1986-07-05,64090
494473,Aamod,Suri,Engineer,1986-07-05,59639
103419,Marjo,Pettit,Engineer,1986-07-05,46475
25363,Ipke,Moehrke,Senior Staff,1986-07-05,40000
471546,Cedric,Picht,Senior Staff,1986-07-05,81918
433998,Chiradeep,Pettis,Senior Staff,1986-07-05,86921
471728,Tadahiko,Heystek,Senior Engineer,1986-07-05,40000
40714,Lijie,Covnot,Senior Staff,1986-07-05,81620
459351,Zorica,Jeansoulin,Senior Engineer,1986-07-05,47739
257802,Josyula,Vieri,Senior Engineer,1986-07-05,48837
462484,Ronghao,Masamoto,Senior Engineer,1986-07-05,52422
482819,Mostafa,Merkl,Senior Engineer,1986-07-05,46536
90314,Masaki,Rosen,Senior Staff,1986-07-05,40000
256772,Hiroyasu,Malinowski,Senior Staff,1986-07-05,55199
448697,Mototsugu,Pietracaprina,Technique Leader,1986-07-05,54187
216449,Radhika,Billingsley,Senior Engineer,1986-07-05,47402
268728,Jouni,Kuszyk,Senior Engineer,1986-07-04,51539
216180,Kristin,Ranka,Technique Leader,1986-07-04,40118
490249,Sahrah,Riefers,Engineer,1986-07-04,40000
45069,Lenore,Valette,Senior Engineer,1986-07-04,40216
106320,Lein,Gils,Staff,1986-07-04,61408
429601,Stafford,Driscoll,Staff,1986-07-04,80753
21347,Francesca,Ghalwash,Senior Staff,1986-07-04,73742
10778,Selwyn,Merey,Senior Staff,1986-07-04,64996
296236,Susumu,Veevers,Engineer,1986-07-04,50786
10548,Ramalingam,Gunderson,Senior Staff,1986-07-04,90631
296436,Shigeo,Butner,Senior Staff,1986-07-04,84999
463327,Udo,Keirsey,Senior Engineer,1986-07-04,40000
416724,Juyoung,Borstler,Engineer,1986-07-03,63548
32269,Kannan,Cangellaris,Senior Staff,1986-07-03,41545
21044,Mack,Rajala,Senior Engineer,1986-07-03,40433
76822,Rafail,Gniady,Engineer,1986-07-03,40000
468779,Aemilian,Guting,Engineer,1986-07-03,79728
71099,Adly,Azevdeo,Senior Engineer,1986-07-03,40000
40008,Yucai,Nittel,Senior Staff,1986-07-03,40000
249610,Tesuya,Puppe,Staff,1986-07-03,40000
33698,Mohan,Dalton,Senior Staff,1986-07-03,80844
37518,Nahum,Rassart,Senior Engineer,1986-07-03,40000
481231,Mahendra,Conry,Senior Staff,1986-07-03,72109
499922,Mitsuyuki,Doering,Senior Staff,1986-07-03,50525
244205,Conor,Hofting,Senior Staff,1986-07-03,40000
80894,Kousuke,Georgakopoulos,Senior Engineer,1986-07-03,42225
77386,Bowen,McFarlan,Staff,1986-07-03,71161
254294,Shridhar,Benzaken,Engineer,1986-07-03,40000
277153,Giap,Lindenbaum,Senior Engineer,1986-07-03,49861
450192,Sachem,Ghalwash,Staff,1986-07-02,61104
78385,Syozo,Hasenauer,Engineer,1986-07-02,64401
440423,Fumino,Marquardt,Engineer,1986-07-02,40000
426321,Dines,Ventosa,Staff,1986-07-02,40000
230885,Gila,Zhiwei,Senior Engineer,1986-07-02,50920
40205,Genevieve,Provine,Senior Engineer,1986-07-02,48463
456430,Sukumar,Picel,Staff,1986-07-02,40000
446511,Guoxiang,Hennings,Staff,1986-07-02,53825
401865,Eberhardt,Emmart,Senior Staff,1986-07-02,71011
464544,Duke,Koshiba,Staff,1986-07-02,65795
400649,Shakhar,Luff,Staff,1986-07-02,40000
287293,Gao,Rosch,Senior Staff,1986-07-01,70911
103782,Sigeru,Baez,Staff,1986-07-01,85804
268722,Muneo,Marshall,Senior Engineer,1986-07-01,55840
212040,Bangqing,Lunt,Staff,1986-07-01,97847
16355,Nikolaos,Luca,Senior Staff,1986-07-01,80403
102153,Danel,Lukaszewicz,Senior Staff,1986-07-01,76845
404506,Tesuro,Gips,Senior Staff,1986-07-01,40000
60981,Yuchang,Kalorkoti,Senior Engineer,1986-07-01,65154
226438,Subhada,Kambil,Senior Staff,1986-07-01,85348
239353,Francoise,Wynblatt,Technique Leader,1986-07-01,52917
299849,Mats,Kropf,Senior Engineer,1986-07-01,51739
272009,Deborah,Woycyznski,Engineer,1986-07-01,44502
249222,Sverrir,Srimani,Engineer,1986-07-01,40000
498799,Pintsang,Demri,Senior Engineer,1986-07-01,42702
220258,Sajjad,Erez,Senior Engineer,1986-07-01,46764
58499,Marjo,Pileggi,Engineer,1986-07-01,41821
250825,Christophe,Perfilyeva,Senior Staff,1986-06-30,80146
440587,Lijia,Flasterstein,Senior Engineer,1986-06-30,54060
97091,Juichirou,Frijda,Senior Engineer,1986-06-30,64700
261130,Brigham,Stassinopoulos,Senior Engineer,1986-06-30,53934
27732,Girolamo,Facello,Senior Engineer,1986-06-30,48552
429659,Jongsuk,Francisci,Engineer,1986-06-30,44515
23023,Premsyl,Lenart,Engineer,1986-06-30,40000
444738,Takahira,Gargeya,Senior Staff,1986-06-30,92947
299555,Mahendra,Lanzelotte,Senior Engineer,1986-06-30,59261
14320,Sreenivas,Schaar,Engineer,1986-06-30,40000
61753,Pantung,Levergood,Senior Engineer,1986-06-30,65136
68709,Marke,Zaccaria,Senior Engineer,1986-06-30,40000
251464,Junichi,Talmon,Senior Staff,1986-06-29,70706
288206,Jouni,Tiemann,Senior Staff,1986-06-29,54285
58728,Boguslaw,Parfitt,Engineer,1986-06-29,40384
29059,Arumugam,Legleitner,Engineer,1986-06-29,57837
47409,Kazuhira,Buchter,Engineer,1986-06-29,40000
416334,Shushma,Bressoud,Staff,1986-06-29,44627
442752,Vugranam,Luft,Senior Staff,1986-06-29,97935
284178,Zejun,Lung,Engineer,1986-06-29,49810
239087,Yishai,Birjandi,Staff,1986-06-29,83757
406242,Chanjung,Beidas,Senior Engineer,1986-06-29,59088
35425,Hinrich,Desikan,Senior Engineer,1986-06-29,73784
484356,Narain,Bonifati,Senior Engineer,1986-06-29,45727
102479,Serap,Facello,Senior Staff,1986-06-29,61615
79449,Tonny,Stavenow,Engineer,1986-06-29,40000
437422,Naftaly,Plavsic,Engineer,1986-06-29,41012
49537,Minghong,Dulli,Engineer,1986-06-28,42058
24316,Feiyu,Cincotta,Senior Engineer,1986-06-28,40000
294782,Edwin,Reeker,Senior Engineer,1986-06-28,46143
82585,Berry,Bodoff,Staff,1986-06-28,52198
40869,Flemming,Snedden,Senior Engineer,1986-06-28,43224
234331,Cullen,Cherinka,Engineer,1986-06-28,40000
43573,Jianwen,Nicolson,Senior Staff,1986-06-28,40000
208979,Candida,Werthner,Technique Leader,1986-06-28,58956
267246,Leif,Valiente,Engineer,1986-06-28,46225
449223,Gad,Peak,Senior Staff,1986-06-28,62960
296910,Sampalli,Conia,Staff,1986-06-28,65559
415867,Shuji,Erev,Senior Staff,1986-06-28,40000
36906,Anoosh,Kornyak,Engineer,1986-06-28,40000
408317,Roselyn,Unno,Senior Engineer,1986-06-28,45559
241665,Dinah,Businaro,Engineer,1986-06-28,40838
57689,Shuzo,Rosch,Senior Staff,1986-06-28,40000
64655,Jaideep,Nilsson,Senior Staff,1986-06-27,54110
487276,Chaoyi,Kowalchuk,Senior Engineer,1986-06-27,54181
106736,Marla,Raczkowsky,Senior Engineer,1986-06-27,41285
87951,Ottavia,Rohrbach,Engineer,1986-06-27,40000
269184,King,Gonthier,Engineer,1986-06-27,53362
482888,Apostol,Brookman,Senior Staff,1986-06-27,51609
79145,Oscar,Domenig,Senior Staff,1986-06-27,62064
228790,Djenana,Felder,Engineer,1986-06-27,45831
101098,Maya,Norsworthy,Staff,1986-06-27,54008
58665,Mabhin,Marquardt,Senior Staff,1986-06-27,58861
100900,Saniya,Vandervoorde,Senior Staff,1986-06-27,40000
84305,Minghong,Kalloufi,Senior Engineer,1986-06-26,40000
430184,Leszek,Cunliffe,Senior Staff,1986-06-26,40000
29250,Radoslaw,Besancenot,Senior Staff,1986-06-26,60178
417583,Jamaludin,Gischer,Senior Staff,1986-06-26,40000
64316,Bartek,Pesch,Staff,1986-06-26,40000
252260,Clyde,Munos,Engineer,1986-06-26,40000
223987,Wayne,Lorch,Engineer,1986-06-26,40000
10001,Georgi,Facello,Senior Engineer,1986-06-26,60117
208735,Niranjan,Narlikar,Senior Staff,1986-06-26,42006
457008,Subhrajyoti,Welham,Staff,1986-06-25,48183
467161,Visit,Demos,Senior Engineer,1986-06-25,40000
258501,Nadjib,Bach,Senior Staff,1986-06-25,45544
53977,Alper,Unno,Staff,1986-06-25,52057
29237,Gennadi,Beznosov,Senior Engineer,1986-06-25,40000
288634,Chenyi,Kobara,Engineer,1986-06-25,48415
248820,Howell,Seiwald,Technique Leader,1986-06-25,55115
82858,True,Taubman,Senior Staff,1986-06-25,62709
106482,Alselm,Selenyi,Senior Staff,1986-06-25,77323
204679,Masaru,Marchegay,Staff,1986-06-25,63947
448707,Laurentiu,Basart,Staff,1986-06-25,78364
465131,Heather,Buescher,Senior Staff,1986-06-25,61774
47969,Tuval,Rosis,Senior Staff,1986-06-25,42692
233940,Visit,Khalil,Senior Engineer,1986-06-24,40000
43107,Tooru,Verspoor,Senior Staff,1986-06-24,64672
463725,Wonhee,Zumaque,Senior Engineer,1986-06-24,48635
221047,Arch,Basawa,Engineer,1986-06-24,43603
292476,Martien,Schwartzburd,Staff,1986-06-24,40000
215648,Jeanna,Jahnichen,Senior Engineer,1986-06-24,40000
236224,Jolita,Iisaka,Engineer,1986-06-24,41857
218415,Arto,Farris,Senior Engineer,1986-06-24,40000
208256,Hugh,Mungall,Engineer,1986-06-24,40000
403488,Chinya,Crelier,Senior Staff,1986-06-24,71656
51619,Kensei,Birke,Engineer,1986-06-24,48804
258371,Udi,Ciolek,Senior Staff,1986-06-24,82944
483183,Oscar,Ciolek,Senior Engineer,1986-06-24,47352
462648,Fatemeh,Sridhar,Senior Engineer,1986-06-24,40000
411390,Masako,Jullig,Staff,1986-06-23,40000
30334,Yongqiao,Atchley,Staff,1986-06-23,40000
